,單位：宅,民國109年,,,,2020,Unit:Housing unit,,,,,
,表３９ 桃園市住宅之樓地板面積,,Table 39 Taoyuan City Total Floor Area of Housing Units,,,,,表３９ 住宅之樓地板面積,表３９ 桃園市住宅之樓地板面積,表３９,桃園市,住宅之樓地板面積
,,,,,,,,Table 39 Total Floor Area of Housing Units,Table 39 Taoyuan City Total Floor Area of Housing Units,Table 39,Taoyuan City,Total Floor Area of Housing Units
,,,,,,,,,,,,
,,,,,,,,,,,,
,單位：宅                      民國109年11月,,November 2020                    Unit:Housing unit,,,,,,,,,
,,總 計,未滿６０平方公尺,６０－未滿１２０平方公尺,,１２０－未滿１８０平方公尺,１８０－未滿３００平方公尺,３００平方公尺以上,平均每宅面積（平方公尺 / 宅）,,,
,,,,,,,,,,,,
,,Grand total,Under 60square meters,60-under 120square meters,,120-under 180square meters,180-under 300square meters,300 squaremetersand more,Average floor areaper housing unit(square meter/unit),,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,按鄉鎮市區別分,,,,,,,,,By Township/City/District,,
,桃園市,867883,96096,421304,,190431,145666,14386,123.1,Taoyuan City,,
,桃園區,186220,22134,106324,,33779,21993,1990,111.6,Taoyuan District,,
,中壢區,170213,23974,84094,,32894,26600,2651,117.7,Zhongli District,,
,大溪區,33956,2217,10539,,10117,9896,1187,153.19999999999999,Daxi District,,
,楊梅區,66772,6475,29006,,16880,13540,871,129.4,Yangmei District,,
,蘆竹區,64142,6585,31571,,12320,12507,1159,125.6,Luzhu District,,
,大園區,31902,2558,9579,,11047,7487,1231,149.4,Dayuan District,,
,龜山區,73065,9428,44486,,10584,7923,644,108.6,Guishan District,,
,八德區,73611,6552,40383,,16012,10065,599,117,Bade District,,
,龍潭區,45533,5519,16652,,15607,6894,861,129.1,Longtan District,,
,平鎮區,79828,6454,38476,,18576,15678,644,125.7,Pingzhen District,,
,新屋區,15808,756,3110,,4422,6066,1454,186.2,Xinwu District,,
,觀音區,23675,2722,5748,,7568,6599,1038,153.6,Guanyin District,,
,復興區,3158,722,1336,,625,418,57,113.3,Fuxing District,,
