,單位：戶,民國109年,,,,,2020,Unit:Household,,,
,表３２ 桃園市普通住戶之戶內人口數,,Table 32 Taoyuan City Number of Persons of Ordinary Households,,表３２ 普通住戶之戶內人口數,表３２ 桃園市普通住戶之戶內人口數,表３２,桃園市,普通住戶之戶內人口數,,
,,,,,Table 32 Number of Persons of Ordinary Households,Table 32 Taoyuan City Number of Persons of Ordinary Households,Table 32,Taoyuan City,Number of Persons of Ordinary Households,,
,,,,,,,,,,,
,,,,,,,,,,,
,單位：戶                      民國109年11月,,November 2020                   Unit:Household,,,,,,,,
,,總 計,１人,２人,３人,,４人,５人,６人以上,平均每戶人口數（人 / 戶）,
,,,,,,,,,,,
,,,,,,,,,,,
,,Grand total,1 person,2 persons,3 persons,,4 persons,5 persons,6 personsand more,Average number ofpersons per household(person/household),
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,按鄉鎮市區別分,,,,,,,,,,By Township/City/District
,桃園市,763346,176668,178921,161724,,142684,56597,46752,3,Taoyuan City
,桃園區,158088,39087,38342,34805,,29217,9511,7126,2.8,Taoyuan District
,中壢區,152926,39575,36820,31694,,27009,9764,8064,2.8,Zhongli District
,大溪區,30878,6278,7244,6260,,5529,2737,2830,3.2,Daxi District
,楊梅區,56740,12039,13506,12378,,10727,4495,3595,3,Yangmei District
,蘆竹區,53775,10891,11381,11801,,12163,4226,3313,3.1,Luzhu District
,大園區,28088,6109,6137,5377,,5077,2346,3042,3.2,Dayuan District
,龜山區,62761,16673,14917,12028,,10902,4969,3272,2.9,Guishan District
,八德區,69265,14054,15408,15216,,13933,6143,4511,3.1,Bade District
,龍潭區,41030,9332,10375,8317,,7523,2941,2542,2.9,Longtan District
,平鎮區,71754,14288,16405,16486,,14138,5923,4514,3.1,Pingzhen District
,新屋區,14662,2853,3239,2839,,2374,1552,1805,3.3,Xinwu District
,觀音區,21033,4639,4535,4188,,3860,1857,1954,3.2,Guanyin District
,復興區,2346,850,612,335,,232,133,184,2.7,Fuxing District
