,單位：宅,民國109年,,,,,2020,Unit:Housing unit,,,,,,
,表４４ 桃園市有人經常居住住宅之居住人數,,Table 44 Taoyuan City Number of Persons of Occupied Housing Units,,,,,,,表４４ 有人經常居住住宅之居住人數,表４４ 桃園市有人經常居住住宅之居住人數,表４４,桃園市,有人經常居住住宅之居住人數
,,,,,,,,,,Table 44 Number of Persons of Occupied Housing Units,Table 44 Taoyuan City Number of Persons of Occupied Housing Units,Table 44,Taoyuan City,Number of Persons of Occupied Housing Units
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,單位：宅                      民國109年11月,,November 2020                    Unit:Housing unit,,,,,,,,,,,
,,總 計,１人,２人,３人,,４人,５人,６人以上,平均每宅居住人口數（人 / 宅）,,,,
,,,,,,,,,,,,,,
,,Grand total,1 person,2 persons,3 persons,,4 persons,5 persons,6 personsand more,Number of personsper housing unit(person/unit),,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,按鄉鎮市區別分,,,,,,,,,,By Township/City/District,,,
,桃園市,685312,133923,158715,147758,,134127,55214,55575,3.3,Taoyuan City,,,
,桃園區,147230,29808,35142,33343,,28798,10218,9921,3,Taoyuan District,,,
,中壢區,131017,27875,31377,28109,,24739,9192,9725,3.3,Zhongli District,,,
,大溪區,26952,4712,6086,5457,,5129,2439,3129,3.6,Daxi District,,,
,楊梅區,52731,9785,12431,11573,,10249,4500,4193,3.2,Yangmei District,,,
,蘆竹區,49967,8827,10395,10908,,11548,4254,4035,3.3,Luzhu District,,,
,大園區,24792,4661,5047,4826,,4522,2219,3517,3.6,Dayuan District,,,
,龜山區,57653,12895,13710,11197,,10571,5058,4222,3.1,Guishan District,,,
,八德區,60719,10556,13345,13440,,12534,5701,5143,3.5,Bade District,,,
,龍潭區,34997,6678,8814,7296,,6813,2670,2726,3.4,Longtan District,,,
,平鎮區,66054,11656,15227,15244,,13395,5733,4799,3.3,Pingzhen District,,,
,新屋區,12502,2094,2710,2332,,2185,1402,1779,3.9,Xinwu District,,,
,觀音區,18668,3750,3908,3743,,3428,1698,2141,3.5,Guanyin District,,,
,復興區,2030,626,523,290,,216,130,245,3.1,Fuxing District,,,
