,單位：宅,民國109年,,,,,2020,Unit:Housing unit,,,,,,
,表４５ 桃園市有人經常居住住宅之房廳數,,Table 45 Taoyuan City Number of Rooms of Occupied Housing Units,,,,,,,表４５ 有人經常居住住宅之房廳數,表４５ 桃園市有人經常居住住宅之房廳數,表４５,桃園市,有人經常居住住宅之房廳數
,,,,,,,,,,Table 45 Number of Rooms of Occupied Housing Units,Table 45 Taoyuan City Number of Rooms of Occupied Housing Units,Table 45,Taoyuan City,Number of Rooms of Occupied Housing Units
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,單位：宅                      民國109年11月,,November 2020                    Unit:Housing unit,,,,,,,,,,,
,,總 計,１間,２間,３間,,４間,５間,６間以上,平均每宅房廳數（間 / 宅）,,,,
,,,,,,,,,,,,,,
,,Grand total,1 room,2 rooms,3 rooms,,4 rooms,5 rooms,6 roomsand more,Average numberof rooms perhousing unit(room/unit),,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,按鄉鎮市區別分,,,,,,,,,,By Township/City/District,,,
,桃園市,685312,4436,32388,66496,,190056,221071,170865,4.8,Taoyuan City,,,
,桃園區,147230,1368,6050,15758,,39791,51508,32755,4.7,Taoyuan District,,,
,中壢區,131017,1008,7942,11938,,38288,39687,32154,4.7,Zhongli District,,,
,大溪區,26952,141,1392,2802,,6808,7289,8520,4.9000000000000004,Daxi District,,,
,楊梅區,52731,54,1165,5584,,14613,16665,14650,4.9000000000000004,Yangmei District,,,
,蘆竹區,49967,88,2622,4036,,12790,17413,13018,4.8,Luzhu District,,,
,大園區,24792,55,1548,2354,,5609,6795,8431,5,Dayuan District,,,
,龜山區,57653,613,3389,5831,,16507,20711,10602,4.5999999999999996,Guishan District,,,
,八德區,60719,205,1557,6489,,19634,19133,13701,4.7,Bade District,,,
,龍潭區,34997,503,1950,2321,,8273,11264,10686,4.8,Longtan District,,,
,平鎮區,66054,263,2097,6071,,19849,22248,15526,4.8,Pingzhen District,,,
,新屋區,12502,45,609,986,,3160,3274,4428,5.0999999999999996,Xinwu District,,,
,觀音區,18668,56,1729,1969,,4070,4812,6032,4.9000000000000004,Guanyin District,,,
,復興區,2030,37,338,357,,664,272,362,4.0999999999999996,Fuxing District,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,單位：宅,民國109年,,,,,2020,Unit:Housing unit,,,,,,
,表４５ 桃園市有人經常居住住宅之房廳數（續）,,Table 45 Taoyuan City Number of Rooms of Occupied Housing Units(Cont.),,,,,,,表４５ 有人經常居住住宅之房廳數（續）,表４５ 桃園市有人經常居住住宅之房廳數（續）,表４５,桃園市,有人經常居住住宅之房廳數（續）
,,,,,,,,,,Table 45 Number of Rooms of Occupied Housing Units(Cont.),Table 45 Taoyuan City Number of Rooms of Occupied Housing Units(Cont.),Table 45,Taoyuan City,Number of Rooms of Occupied Housing Units(Cont.)
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,單位：宅                      民國109年11月,,November 2020                    Unit:Housing unit,,,,,,,,,,,
,,總 計,１間,２間,３間,,４間,５間,６間以上,平均每宅房廳數（間 / 宅）,,,,
,,,,,,,,,,,,,,
,,Grand total,1 room,2 rooms,3 rooms,,4 rooms,5 rooms,6 roomsand more,Average numberof rooms perhousing unit(room/unit),,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,按樓地板面積分,,,,,,,,,,By Total Floor Area,,,
,總計,685312,4436,32388,66496,,190056,221071,170865,4.8,Grand Total,,,
,未滿６０平方公尺,56563,3576,17823,22634,,11839,615,76,2.8,Under 60 Square Meters,,,
,６０－未滿１２０平方公尺,334077,553,9305,30891,,124471,130648,38209,4.5,60-Under 120 Square Meters,,,
,１２０－未滿１８０平方公尺,158697,265,3597,7078,,30462,55673,61622,5.2,120-Under 180 Square Meters,,,
,１８０－未滿３００平方公尺,123631,21,1625,5736,,22721,32458,61070,5.6,180-Under 300 Square Meters,,,
,３００平方公尺以上,12344,21,38,157,,563,1677,9888,7.3,300 Square Meters and More,,,
