,單位：宅,民國109年,,,,2020,Unit:Housing unit,,,,,
,表３９ 嘉義市住宅之樓地板面積,,Table 39 Chiayi City Total Floor Area of Housing Units,,,,,表３９ 住宅之樓地板面積,表３９ 嘉義市住宅之樓地板面積,表３９,嘉義市,住宅之樓地板面積
,,,,,,,,Table 39 Total Floor Area of Housing Units,Table 39 Chiayi City Total Floor Area of Housing Units,Table 39,Chiayi City,Total Floor Area of Housing Units
,,,,,,,,,,,,
,,,,,,,,,,,,
,單位：宅                      民國109年11月,,November 2020                    Unit:Housing unit,,,,,,,,,
,,總 計,未滿６０平方公尺,６０－未滿１２０平方公尺,,１２０－未滿１８０平方公尺,１８０－未滿３００平方公尺,３００平方公尺以上,平均每宅面積（平方公尺 / 宅）,,,
,,,,,,,,,,,,
,,Grand total,Under 60square meters,60-under 120square meters,,120-under 180square meters,180-under 300square meters,300 squaremetersand more,Average floor areaper housing unit(square meter/unit),,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,按鄉鎮市區別分,,,,,,,,,By Township/City/District,,
,嘉義市,106368,13702,42413,,29357,19078,1818,128.4,Chiayi City,,
,東 區,50663,5993,20200,,14209,9346,915,129.5,East District,,
,西 區,55705,7709,22213,,15148,9732,903,127.4,West District,,
