,單位：宅,民國109年,2020,Unit:Housing unit,,,,,,
,表４０ 嘉義縣住宅之建築類型,,,,,表４０ 住宅之建築類型,表４０ 嘉義縣住宅之建築類型,表４０,嘉義縣,住宅之建築類型
,Table 40 Chiayi County Type of Building,,,,,Table 40 Type of Building,Table 40 Chiayi County Type of Building,Table 40,Chiayi County,Type of Building
,,,,,,,,,,
,,,,,,,,,,
,單位：宅                 民國109年11月November 2020             Unit:Housing unit,,,,,,,,,
,,總 計,平房,２－５樓,６－１２樓,１３樓以上,,,,
,,,,,,,,,,
,,Grand total,Flat,2-5 floors,6-12 floors,13 floorsand over,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,按鄉鎮市區別分,,,,,,,,,
,By Township/City/District,,,,,,,,,
,嘉義縣,182774,23598,154619,3835,722,,,,
,Chiayi County,,,,,,,,,
,太保市,14028,1060,12165,649,154,,,,
,Taibao City,,,,,,,,,
,朴子市,16198,1803,12338,1830,227,,,,
,Puzi City,,,,,,,,,
,布袋鎮,9416,1346,8070,0,0,,,,
,Budai Township,,,,,,,,,
,大林鎮,12757,1346,11313,67,31,,,,
,Dalin Township,,,,,,,,,
,民雄鄉,29363,3176,25261,926,0,,,,
,Minxiong Township,,,,,,,,,
,溪口鄉,5069,536,4533,0,0,,,,
,Xikou Township,,,,,,,,,
,新港鄉,9382,1389,7869,124,0,,,,
,Xingang Township,,,,,,,,,
,六腳鄉,7707,1116,6591,0,0,,,,
,Liujiao Township,,,,,,,,,
,東石鄉,8211,891,7320,0,0,,,,
,Dongshi Township,,,,,,,,,
,義竹鄉,6119,891,5228,0,0,,,,
,Yizhu Township,,,,,,,,,
,鹿草鄉,5085,704,4381,0,0,,,,
,Lucao Township,,,,,,,,,
,水上鄉,18420,3041,15190,189,0,,,,
,Shuishang Township,,,,,,,,,
,中埔鄉,16134,2165,13962,7,0,,,,
,Zhongpu Township,,,,,,,,,
,竹崎鄉,11471,2040,9431,0,0,,,,
,Zhuqi Township,,,,,,,,,
,梅山鄉,6291,791,5457,43,0,,,,
,Meishan Township,,,,,,,,,
,番路鄉,4335,782,3244,0,309,,,,
,Fanlu Township,,,,,,,,,
,大埔鄉,1076,290,785,0,1,,,,
,Dapu Township,,,,,,,,,
,阿里山鄉,1712,231,1481,0,0,,,,
,Alishan Township,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,單位：宅,民國109年,2020,Unit:Housing unit,,,,,,
,表４０ 嘉義縣住宅之建築類型（續）,,,,,表４０ 住宅之建築類型,表４０ 嘉義縣住宅之建築類型,表４０,嘉義縣,住宅之建築類型
,Table 40 Chiayi County Type of Building(Cont.),,,,,Table 40 Type of Building,Table 40 Chiayi County Type of Building,Table 40,Chiayi County,Type of Building
,,,,,,,,,,
,,,,,,,,,,
,單位：宅                 民國109年11月November 2020             Unit:Housing unit,,,,,,,,,
,,總 計,平房,２－５樓,６－１２樓,１３樓以上,,,,
,,,,,,,,,,
,,Grand total,Flat,2-5 floors,6-12 floors,13 floorsand over,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,按樓地板面積分,,,,,,,,,
,By Total Floor Area,,,,,,,,,
,總計,182774,23598,154619,3835,722,,,,
,Grand Total,,,,,,,,,
,未滿６０平方公尺,19492,3648,15517,105,222,,,,
,Under 60 Square Meters,,,,,,,,,
,６０－未滿１２０平方公尺,56659,8970,44910,2491,288,,,,
,60-Under 120 Square Meters,,,,,,,,,
,１２０－未滿１８０平方公尺,63062,6672,55522,709,159,,,,
,120-Under 180 Square Meters,,,,,,,,,
,１８０－未滿３００平方公尺,38402,3896,33963,496,47,,,,
,180-Under 300 Square Meters,,,,,,,,,
,３００平方公尺以上,5159,412,4707,34,6,,,,
,300 Square Meters and More,,,,,,,,,
,按竣工年份分,,,,,,,,,
,By Completion Year of Construction,,,,,,,,,
,總計,182774,23598,154619,3835,722,,,,
,Grand Total,,,,,,,,,
,６９年以前,82984,7777,75207,0,0,,,,
,Before 1980,,,,,,,,,
,７０－７９年,30620,6758,23831,31,0,,,,
,1981-1990,,,,,,,,,
,８０－８９年,34106,4546,26716,2282,562,,,,
,1991-2000,,,,,,,,,
,９０－９９年,22940,2961,18737,1236,6,,,,
,2001-2010,,,,,,,,,
,１００－１０９年,12124,1556,10128,286,154,,,,
,2011-2020,,,,,,,,,
,１００－１０４年,5396,943,4377,76,0,,,,
,2011-2015,,,,,,,,,
,１０５－１０９年,6728,613,5751,210,154,,,,
,2016-2020,,,,,,,,,
