,民國109年,單位：宅,,,,,2020,Unit:Housing unit,,,,,,
,表３７ 基隆市住宅使用情形,,Table 37 Keelung City Housing Usage Status,,,,,,,表３７ 住宅使用情形,表３７ 基隆市住宅使用情形,表３７,基隆市,住宅使用情形
,,,,,,,,,,Table 37 Housing Usage Status,Table 37 Keelung City Housing Usage Status,Table 37,Keelung City,Housing Usage Status
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,單位：宅                      民國109年11月,,November 2020                  Unit:Housing unit,,,,,,,,,,,
,,總計,有人經常居住住宅,,,無人經常居住住宅  Unoccupied (for other uses or vacant),,,,,,,,
,,,,,,,,,,,,,,
,,合計,,偶爾自住,自住以外用途（如辦公室、倉庫等）,目前沒有使用,,,,,,,,
,,,,,,,,,,,,,,
,,Grand total,Occupied,,,,,,,,,,,
,,Total,,Owner occupiedsometimes,Unoccupied butfor other uses,Not in use now,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,按鄉鎮市區別分,,,,,,,,By Township/City/District,,,,,
,基隆市,171191,124236,46955,,14182,4290,28483,Keelung City,,,,,
,中正區,28800,19726,9074,,2426,508,6140,Zhongzheng District,,,,,
,七堵區,22684,18098,4586,,1196,529,2861,Qidu District,,,,,
,暖暖區,18044,13231,4813,,1658,329,2826,Nuannuan District,,,,,
,仁愛區,19293,13759,5534,,1577,1404,2553,Ren'ai District,,,,,
,中山區,20735,14491,6244,,1789,178,4277,Zhongshan District,,,,,
,安樂區,37311,27666,9645,,3144,1081,5420,Anle District,,,,,
,信義區,24324,17265,7059,,2392,261,4406,Xinyi District,,,,,
