,單位：宅,民國109年,,,,2020,Unit:Housing unit,,,,,
,表３９ 基隆市住宅之樓地板面積,,Table 39 Keelung City Total Floor Area of Housing Units,,,,,表３９ 住宅之樓地板面積,表３９ 基隆市住宅之樓地板面積,表３９,基隆市,住宅之樓地板面積
,,,,,,,,Table 39 Total Floor Area of Housing Units,Table 39 Keelung City Total Floor Area of Housing Units,Table 39,Keelung City,Total Floor Area of Housing Units
,,,,,,,,,,,,
,,,,,,,,,,,,
,單位：宅                      民國109年11月,,November 2020                    Unit:Housing unit,,,,,,,,,
,,總 計,未滿６０平方公尺,６０－未滿１２０平方公尺,,１２０－未滿１８０平方公尺,１８０－未滿３００平方公尺,３００平方公尺以上,平均每宅面積（平方公尺 / 宅）,,,
,,,,,,,,,,,,
,,Grand total,Under 60square meters,60-under 120square meters,,120-under 180square meters,180-under 300square meters,300 squaremetersand more,Average floor areaper housing unit(square meter/unit),,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,按鄉鎮市區別分,,,,,,,,,By Township/City/District,,
,基隆市,171191,29879,110229,,23249,7589,245,93.2,Keelung City,,
,中正區,28800,6556,18007,,3123,1084,30,87.7,Zhongzheng District,,
,七堵區,22684,3270,14107,,3731,1492,84,101.1,Qidu District,,
,暖暖區,18044,2609,12781,,2130,478,46,91.6,Nuannuan District,,
,仁愛區,19293,3376,12576,,2219,1070,52,94.9,Ren'ai District,,
,中山區,20735,3442,13332,,2384,1565,12,95,Zhongshan District,,
,安樂區,37311,5944,25113,,5410,832,12,89.8,Anle District,,
,信義區,24324,4682,14313,,4252,1068,9,95.9,Xinyi District,,
