,單位：人,民國109年,2020,Unit:Person,,,,
,表１４ 基隆市１５歲以上民間常住人口有工作者之工作地與經常居住地概況,,,表１４ １５歲以上民間常住人口有工作者之工作地與經常居住地概況,表１４ 基隆市１５歲以上民間常住人口有工作者之工作地與經常居住地概況,表１４,基隆市,１５歲以上民間常住人口有工作者之工作地與經常居住地概況
,Table 14 Keelung City Working and Usually Living Place of the Employed,,,#rtitle1,0,0,Keelung City,0
,Civilian Resident Population Aged 15 Years and Over,,,(1)總計,,,,
,(1)總計 (1)Grand total,,,(1)Grand total,,,,
,,,,,,,,
,單位：人                民國109年11月November 2020                Unit:Person,,,,,,,
,,總 計,同現住鄉鎮市區,同現住縣市不同鄉鎮市區,不同縣市或國外地區,,,
,,,,,,,,
,,,,,,,,
,,Grand total,Same township/city/district,Same county/city,Other county/city or overseas,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,按鄉鎮市區別分,,,,,,,
,By Township/City/District,,,,,,,
,基隆市,172490,68416,26040,78034,,,
,Keelung City,,,,,,,
,中正區,23703,12846,2895,7962,,,
,Zhongzheng District,,,,,,,
,七堵區,28633,10493,1545,16595,,,
,Qidu District,,,,,,,
,暖暖區,19133,5868,3422,9843,,,
,Nuannuan District,,,,,,,
,仁愛區,17165,8124,2581,6460,,,
,Ren'ai District,,,,,,,
,中山區,19611,7568,4609,7434,,,
,Zhongshan District,,,,,,,
,安樂區,39610,13554,6676,19380,,,
,Anle District,,,,,,,
,信義區,24635,9963,4312,10360,,,
,Xinyi District,,,,,,,
,註：本表資料不含勞動部核准引進之產業及社福移工。,,,,,,,
,Note：This table does not include foreign workers in productive industries and social welfare introduced and permitted by the Ministry of Labor.,,,,,,,
,,,,,,,,
,,,,,,,,
,單位：人,民國109年,2020,Unit:Person,,,,
,表１４ 基隆市１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續１）,,,表１４ １５歲以上民間常住人口有工作者之工作地與經常居住地概況（續１）,表１４ 基隆市１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續１）,表１４,基隆市,１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續１）
,Table 14 Keelung City Working and Usually Living Place of the Employed,,,#rtitle1,0,0,Keelung City,0
,Civilian Resident Population Aged 15 Years and Over(Cont.1),,,(2)男性,,,,
,(2)男性 (2)Male,,,(2)Male,,,,
,,,,,,,,
,單位：人                民國109年11月November 2020                Unit:Person,,,,,,,
,,總 計,同現住鄉鎮市區,同現住縣市不同鄉鎮市區,不同縣市或國外地區,,,
,,,,,,,,
,,,,,,,,
,,Grand total,Same township/city/district,Same county/city,Other county/city or overseas,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,按鄉鎮市區別分,,,,,,,
,By Township/City/District,,,,,,,
,基隆市,95360,39050,14255,42055,,,
,Keelung City,,,,,,,
,中正區,13585,7351,1729,4505,,,
,Zhongzheng District,,,,,,,
,七堵區,16085,6095,839,9151,,,
,Qidu District,,,,,,,
,暖暖區,10539,3539,1795,5205,,,
,Nuannuan District,,,,,,,
,仁愛區,9579,4581,1342,3656,,,
,Ren'ai District,,,,,,,
,中山區,11166,4668,2528,3970,,,
,Zhongshan District,,,,,,,
,安樂區,21056,7185,3684,10187,,,
,Anle District,,,,,,,
,信義區,13350,5631,2338,5381,,,
,Xinyi District,,,,,,,
,註：本表資料不含勞動部核准引進之產業及社福移工。,,,,,,,
,Note：This table does not include foreign workers in productive industries and social welfare introduced and permitted by the Ministry of Labor.,,,,,,,
,,,,,,,,
,,,,,,,,
,單位：人,民國109年,2020,Unit:Person,,,,
,表１４ 基隆市１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續完）,,,表１４ １５歲以上民間常住人口有工作者之工作地與經常居住地概況（續完）,表１４ 基隆市１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續完）,表１４,基隆市,１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續完）
,Table 14 Keelung City Working and Usually Living Place of the Employed,,,#rtitle1,0,0,Keelung City,0
,Civilian Resident Population Aged 15 Years and Over(End),,,(3)女性,,,,
,(3)女性 (3)Female,,,(3)Female,,,,
,,,,,,,,
,單位：人                民國109年11月November 2020                Unit:Person,,,,,,,
,,總 計,同現住鄉鎮市區,同現住縣市不同鄉鎮市區,不同縣市或國外地區,,,
,,,,,,,,
,,,,,,,,
,,Grand total,Same township/city/district,Same county/city,Other county/city or overseas,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,按鄉鎮市區別分,,,,,,,
,By Township/City/District,,,,,,,
,基隆市,77130,29366,11785,35979,,,
,Keelung City,,,,,,,
,中正區,10118,5495,1166,3457,,,
,Zhongzheng District,,,,,,,
,七堵區,12548,4398,706,7444,,,
,Qidu District,,,,,,,
,暖暖區,8594,2329,1627,4638,,,
,Nuannuan District,,,,,,,
,仁愛區,7586,3543,1239,2804,,,
,Ren'ai District,,,,,,,
,中山區,8445,2900,2081,3464,,,
,Zhongshan District,,,,,,,
,安樂區,18554,6369,2992,9193,,,
,Anle District,,,,,,,
,信義區,11285,4332,1974,4979,,,
,Xinyi District,,,,,,,
,註：本表資料不含勞動部核准引進之產業及社福移工。,,,,,,,
,Note：This table does not include foreign workers in productive industries and social welfare introduced and permitted by the Ministry of Labor.,,,,,,,
