,口湖鄉,6181,2442,1191,918,333,1231,,604,429,198,2009,499,417,82,Kouhu Township
,水林鄉,6552,2391,1031,945,415,1295,,756,438,101,2340,526,500,26,Shuilin Township
,註：各類家戶型態以戶內主要成員組成分類，戶內可能有其他旁系親屬或非親屬。,,"Note：Family households were classified by main household members, there may be collateral relatives or nonrelatives in the household.",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,單位：戶,民國109年,,,,,,,2020,,Unit:Household,,,,,
,表３３ 雲林縣普通住戶之家戶型態（續）,,Table 33 Yunlin County Family Household Type of Ordinary Households(Cont.),,表３３ 普通住戶之家戶型態（續）,表３３ 雲林縣普通住戶之家戶型態（續）,表３３,雲林縣,普通住戶之家戶型態（續）,,,,,,,
,,,,,Table 33 Family Household Type of Ordinary Households(Cont.),Table 33 Yunlin County Family Household Type of Ordinary Households(Cont.),Table 33,Yunlin County,Family Household Type of Ordinary Households(Cont.),,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,單位：戶                      民國109年11月,,November 2020                   Unit:Household,,,,,,,,,,,,,
,,總 計,核心家戶 Nucleus family household,主幹家戶,,Stem family household,單人家戶,其他家戶 Other household,,,,,,,,
,,合計,夫婦、配偶或同居伴侶,父母與未婚子女,父（或母）與未婚子女（單親家庭）,合計,,袓父母、父母及未婚子女,父母與已婚子女,袓父母與未婚孫子女（隔代家庭）,合計,有親屬關係,無親屬關係,,,
,,,,,,,,,,,,,,,,
,,Grandtotal,Total,A marriedcouple or unmarried partner,A marriedcouple withtheir unmarriedchild(ren),Father/mother withhis/her unmarried child(ren)(single parent),Total,,"Grandparent,parent and theirunmarriedchild(ren)",A marriedcouple withtheir marriedchild(ren),Grandparent withtheir unmarriedgrandchild(ren)(skip-generation),One-personhousehold,Total,Withrelatives,With norelatives,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,按戶長之性別及年齡分,,,,,,,,,,,,,,,By Sex and Age of Householder
,總計,200611,88436,30874,45237,12325,40557,,24856,11321,4380,57867,13751,11495,2256,Grand Total
,未滿２５歲,1766,173,10,135,28,56,,20,9,27,1269,268,248,20,Under 25 Years
,２５－３４歲,8553,3683,398,2672,613,643,,453,131,59,3372,855,738,117,25-34 Years
,３５－４４歲,26409,16262,1459,12582,2221,2135,,1674,414,47,6736,1276,1164,112,35-44 Years
,４５－５４歲,37971,21902,4978,13549,3375,4694,,3198,1337,159,9481,1894,1737,157,45-54 Years
,５５－６４歲,48216,21881,8215,10714,2952,10476,,6701,2784,991,13163,2696,2554,142,55-64 Years
,６５歲以上,77696,24535,15814,5585,3136,22553,,12810,6646,3097,23846,6762,5054,1708,65 Years and Over
,男,128865,64137,25465,34237,4435,26267,,16555,7416,2296,30058,8403,7416,987,Male
,未滿２５歲,1202,82,0,66,16,50,,20,3,27,910,160,147,13,Under 25 Years
,２５－３４歲,5928,2451,328,1838,285,539,,368,112,59,2382,556,500,56,25-34 Years
,３５－４４歲,17557,10869,1114,8789,966,1633,,1302,288,43,4256,799,752,47,35-44 Years
,４５－５４歲,25560,15332,3733,10277,1322,3476,,2462,965,49,5363,1389,1277,112,45-54 Years
,５５－６４歲,32345,16023,6443,8587,993,6992,,4323,2110,559,7365,1965,1876,89,55-64 Years
,６５歲以上,46273,19380,13847,4680,853,13577,,8080,3938,1559,9782,3534,2864,670,65 Years and Over
,女,71746,24299,5409,11000,7890,14290,,8301,3905,2084,27809,5348,4079,1269,Female
,未滿２５歲,564,91,10,69,12,6,,0,6,0,359,108,101,7,Under 25 Years
,２５－３４歲,2625,1232,70,834,328,104,,85,19,0,990,299,238,61,25-34 Years
,３５－４４歲,8852,5393,345,3793,1255,502,,372,126,4,2480,477,412,65,35-44 Years
,４５－５４歲,12411,6570,1245,3272,2053,1218,,736,372,110,4118,505,460,45,45-54 Years
,５５－６４歲,15871,5858,1772,2127,1959,3484,,2378,674,432,5798,731,678,53,55-64 Years
,６５歲以上,31423,5155,1967,905,2283,8976,,4730,2708,1538,14064,3228,2190,1038,65 Years and Over
,註：各類家戶型態以戶內主要成員組成分類，戶內可能有其他旁系親屬或非親屬。,,"Note：Family households were classified by main household members, there may be collateral relatives or nonrelatives in the household.",,,,,,,,,,,,,
