,單位：戶,民國109年,,,,,,,2020,,Unit:Household,,,,,
,表３３ 雲林縣普通住戶之家戶型態,,Table 33 Yunlin County Family Household Type of Ordinary Households,,表３３ 普通住戶之家戶型態,表３３ 雲林縣普通住戶之家戶型態,表３３,雲林縣,普通住戶之家戶型態,,,,,,,
,,,,,Table 33 Family Household Type of Ordinary Households,Table 33 Yunlin County Family Household Type of Ordinary Households,Table 33,Yunlin County,Family Household Type of Ordinary Households,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,單位：戶                      民國109年11月,,November 2020                   Unit:Household,,,,,,,,,,,,,
,,總 計,核心家戶 Nucleus family household,主幹家戶,,Stem family household,單人家戶,其他家戶 Other household,,,,,,,,
,,合計,夫婦、配偶或同居伴侶,父母與未婚子女,父（或母）與未婚子女（單親家庭）,合計,,袓父母、父母及未婚子女,父母與已婚子女,袓父母與未婚孫子女（隔代家庭）,合計,有親屬關係,無親屬關係,,,
,,,,,,,,,,,,,,,,
,,Grandtotal,Total,A marriedcouple or unmarried partner,A marriedcouple withtheir unmarriedchild(ren),Father/mother withhis/her unmarried child(ren)(single parent),Total,,"Grandparent,parent and theirunmarriedchild(ren)",A marriedcouple withtheir marriedchild(ren),Grandparent withtheir unmarriedgrandchild(ren)(skip-generation),One-personhousehold,Total,Withrelatives,With norelatives,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,按鄉鎮市區別分,,,,,,,,,,,,,,,By Township/City/District
,雲林縣,200611,88436,30874,45237,12325,40557,,24856,11321,4380,57867,13751,11495,2256,Yunlin County
,斗六市,37190,19055,5204,10869,2982,6333,,4002,1611,720,9561,2241,1784,457,Douliu City
,斗南鎮,14286,5925,1660,3320,945,3210,,1912,826,472,4068,1083,993,90,Dounan Township
,虎尾鎮,23406,11608,3385,6972,1251,4314,,2687,1104,523,6279,1205,1028,177,Huwei Township
,西螺鎮,12514,5498,1977,2724,797,2890,,1945,681,264,3269,857,692,165,Xiluo Township
,土庫鎮,8239,3473,1245,1804,424,1939,,1201,570,168,2248,579,523,56,Tuku Township
,北港鎮,13506,5534,2399,2606,529,2077,,1115,675,287,5158,737,630,107,Beigang Township
,古坑鄉,9044,3978,1526,1811,641,2054,,1330,551,173,2328,684,508,176,Gukeng Township
,大埤鄉,5373,2124,734,1100,290,1262,,826,322,114,1539,448,363,85,Dapi Township
,莿桐鄉,7875,3301,1028,1721,552,2192,,1433,606,153,1760,622,547,75,Citong Township
,林內鄉,4841,2197,785,993,419,1004,,645,263,96,1239,401,332,69,Linnei Township
,二崙鄉,6929,2723,1069,1296,358,1888,,1275,494,119,1706,612,545,67,Erlun Township
,崙背鄉,6634,2812,1227,1229,356,1416,,910,417,89,1902,504,418,86,Lunbei Township
,麥寮鄉,12645,5892,1963,3230,699,1835,,1115,506,214,4158,760,581,179,Mailiao Township
,東勢鄉,4132,1680,720,750,210,764,,446,237,81,1396,292,236,56,Dongshi Township
,褒忠鄉,3156,1245,541,528,176,740,,402,217,121,939,232,193,39,Baozhong Township
,臺西鄉,5652,1960,1008,651,301,1351,,735,488,128,1873,468,405,63,Taixi Township
,元長鄉,6975,2646,1239,1068,339,1681,,1007,467,207,2077,571,463,108,Yuanchang Township
,四湖鄉,5481,1952,942,702,308,1081,,510,419,152,2018,430,337,93,Sihu Township
