,單位：人,民國109年,2020,Unit:Person,,,,
,表１４ 高雄市１５歲以上民間常住人口有工作者之工作地與經常居住地概況,,,表１４ １５歲以上民間常住人口有工作者之工作地與經常居住地概況,表１４ 高雄市１５歲以上民間常住人口有工作者之工作地與經常居住地概況,表１４,高雄市,１５歲以上民間常住人口有工作者之工作地與經常居住地概況
,Table 14 Kaohsiung City Working and Usually Living Place of the Employed,,,#rtitle1,0,0,Kaohsiung City,0
,Civilian Resident Population Aged 15 Years and Over,,,(1)總計,,,,
,(1)總計 (1)Grand total,,,(1)Grand total,,,,
,,,,,,,,
,單位：人                民國109年11月November 2020                Unit:Person,,,,,,,
,,總 計,同現住鄉鎮市區,同現住縣市不同鄉鎮市區,不同縣市或國外地區,,,
,,,,,,,,
,,,,,,,,
,,Grand total,Same township/city/district,Same county/city,Other county/city or overseas,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,按鄉鎮市區別分,,,,,,,
,By Township/City/District,,,,,,,
,高雄市,1295996,694672,540236,61088,,,
,Kaohsiung City,,,,,,,
,鹽埕區,10223,4948,5007,268,,,
,Yancheng District,,,,,,,
,鼓山區,60632,30678,27518,2436,,,
,Gushan District,,,,,,,
,左營區,89879,48367,38328,3184,,,
,Zuoying District,,,,,,,
,楠梓區,98724,52054,43069,3601,,,
,Nanzi District,,,,,,,
,三民區,156914,86958,64773,5183,,,
,Sanmin District,,,,,,,
,新興區,19442,9856,8774,812,,,
,Xinxing District,,,,,,,
,前金區,12964,5565,6977,422,,,
,Qianjin District,,,,,,,
,苓雅區,74309,39357,32108,2844,,,
,Lingya District,,,,,,,
,前鎮區,82464,46469,33377,2618,,,
,Qianzhen District,,,,,,,
,旗津區,10887,4945,5604,338,,,
,Qijin District,,,,,,,
,小港區,76312,46306,27426,2580,,,
,Xiaogang District,,,,,,,
,鳳山區,170380,82799,80339,7242,,,
,Fengshan District,,,,,,,
,林園區,29838,14621,13884,1333,,,
,Linyuan District,,,,,,,
,大寮區,58700,35839,20659,2202,,,
,Daliao District,,,,,,,
,大樹區,21065,11188,8410,1467,,,
,Dashu District,,,,,,,
,大社區,19957,9425,9889,643,,,
,Dashe District,,,,,,,
,仁武區,50746,26536,22585,1625,,,
,Renwu District,,,,,,,
,鳥松區,22110,10502,10840,768,,,
,Niaosong District,,,,,,,
,註：本表資料不含勞動部核准引進之產業及社福移工。,,,,,,,
,Note：This table does not include foreign workers in productive industries and social welfare introduced and permitted by the Ministry of Labor.,,,,,,,
,,,,,,,,
,,,,,,,,
,單位：人,民國109年,2020,Unit:Person,,,,
,表１４ 高雄市１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續１）,,,表１４ １５歲以上民間常住人口有工作者之工作地與經常居住地概況（續１）,表１４ 高雄市１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續１）,表１４,高雄市,１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續１）
,Table 14 Kaohsiung City Working and Usually Living Place of the Employed,,,#rtitle1,0,0,Kaohsiung City,0
,Civilian Resident Population Aged 15 Years and Over(Cont.1),,,(1)總計,,,,
,(1)總計 (1)Grand total,,,(1)Grand total,,,,
,,,,,,,,
,單位：人                民國109年11月November 2020                Unit:Person,,,,,,,
,,總 計,同現住鄉鎮市區,同現住縣市不同鄉鎮市區,不同縣市或國外地區,,,
,,,,,,,,
,,,,,,,,
,,Grand total,Same township/city/district,Same county/city,Other county/city or overseas,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,岡山區,47098,30038,15069,1991,,,
,Gangshan District,,,,,,,
,橋頭區,17974,5441,11894,639,,,
,Qiaotou District,,,,,,,
,燕巢區,19401,11575,7254,572,,,
,Yanchao District,,,,,,,
,田寮區,1895,956,833,106,,,
,Tianliao District,,,,,,,
,阿蓮區,16192,8778,5710,1704,,,
,Alian District,,,,,,,
,路竹區,26787,15968,8140,2679,,,
,Luzhu District,,,,,,,
,湖內區,16923,7445,4886,4592,,,
,Hunei District,,,,,,,
,茄萣區,12831,4223,3150,5458,,,
,Qieding District,,,,,,,
,永安區,5820,3048,2470,302,,,
,Yong'an District,,,,,,,
,彌陀區,8632,3333,4973,326,,,
,Mituo District,,,,,,,
,梓官區,14871,6489,7850,532,,,
,Ziguan District,,,,,,,
,旗山區,13441,9191,3374,876,,,
,Qishan District,,,,,,,
,美濃區,12030,9169,2217,644,,,
,Meinong District,,,,,,,
,六龜區,3594,3320,211,63,,,
,Liugui District,,,,,,,
,甲仙區,1790,1565,147,78,,,
,Jiaxian District,,,,,,,
,杉林區,3973,2478,1233,262,,,
,Shanlin District,,,,,,,
,內門區,5187,3380,1140,667,,,
,Neimen District,,,,,,,
,茂林區,268,205,41,22,,,
,Maolin District,,,,,,,
,桃源區,1016,953,58,5,,,
,Taoyuan District,,,,,,,
,那瑪夏區,727,704,19,4,,,
,Namaxia District,,,,,,,
,註：本表資料不含勞動部核准引進之產業及社福移工。,,,,,,,
,Note：This table does not include foreign workers in productive industries and social welfare introduced and permitted by the Ministry of Labor.,,,,,,,
,,,,,,,,
,,,,,,,,
,單位：人,民國109年,2020,Unit:Person,,,,
,表１４ 高雄市１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續２）,,,表１４ １５歲以上民間常住人口有工作者之工作地與經常居住地概況（續２）,表１４ 高雄市１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續２）,表１４,高雄市,１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續２）
,Table 14 Kaohsiung City Working and Usually Living Place of the Employed,,,#rtitle1,0,0,Kaohsiung City,0
,Civilian Resident Population Aged 15 Years and Over(Cont.2),,,(2)男性,,,,
,(2)男性 (2)Male,,,(2)Male,,,,
,,,,,,,,
,單位：人                民國109年11月November 2020                Unit:Person,,,,,,,
,,總 計,同現住鄉鎮市區,同現住縣市不同鄉鎮市區,不同縣市或國外地區,,,
,,,,,,,,
,,,,,,,,
,,Grand total,Same township/city/district,Same county/city,Other county/city or overseas,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,按鄉鎮市區別分,,,,,,,
,By Township/City/District,,,,,,,
,高雄市,702301,378634,287793,35874,,,
,Kaohsiung City,,,,,,,
,鹽埕區,5398,2698,2562,138,,,
,Yancheng District,,,,,,,
,鼓山區,32210,16486,14346,1378,,,
,Gushan District,,,,,,,
,左營區,46017,24067,20025,1925,,,
,Zuoying District,,,,,,,
,楠梓區,51002,26174,22714,2114,,,
,Nanzi District,,,,,,,
,三民區,83405,46393,33972,3040,,,
,Sanmin District,,,,,,,
,新興區,10240,5230,4600,410,,,
,Xinxing District,,,,,,,
,前金區,6761,2888,3628,245,,,
,Qianjin District,,,,,,,
,苓雅區,38661,20157,16735,1769,,,
,Lingya District,,,,,,,
,前鎮區,44739,25379,17809,1551,,,
,Qianzhen District,,,,,,,
,旗津區,6290,3095,2981,214,,,
,Qijin District,,,,,,,
,小港區,42140,27687,13167,1286,,,
,Xiaogang District,,,,,,,
,鳳山區,92282,44965,42977,4340,,,
,Fengshan District,,,,,,,
,林園區,17616,8565,8282,769,,,
,Linyuan District,,,,,,,
,大寮區,32849,20118,11402,1329,,,
,Daliao District,,,,,,,
,大樹區,11812,6360,4580,872,,,
,Dashu District,,,,,,,
,大社區,11092,5278,5413,401,,,
,Dashe District,,,,,,,
,仁武區,29128,16086,12077,965,,,
,Renwu District,,,,,,,
,鳥松區,11931,5610,5882,439,,,
,Niaosong District,,,,,,,
,註：本表資料不含勞動部核准引進之產業及社福移工。,,,,,,,
,Note：This table does not include foreign workers in productive industries and social welfare introduced and permitted by the Ministry of Labor.,,,,,,,
,,,,,,,,
,,,,,,,,
,單位：人,民國109年,2020,Unit:Person,,,,
,表１４ 高雄市１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續３）,,,表１４ １５歲以上民間常住人口有工作者之工作地與經常居住地概況（續３）,表１４ 高雄市１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續３）,表１４,高雄市,１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續３）
,Table 14 Kaohsiung City Working and Usually Living Place of the Employed,,,#rtitle1,0,0,Kaohsiung City,0
,Civilian Resident Population Aged 15 Years and Over(Cont.3),,,(2)男性,,,,
,(2)男性 (2)Male,,,(2)Male,,,,
,,,,,,,,
,單位：人                民國109年11月November 2020                Unit:Person,,,,,,,
,,總 計,同現住鄉鎮市區,同現住縣市不同鄉鎮市區,不同縣市或國外地區,,,
,,,,,,,,
,,,,,,,,
