,綠島鄉,524,251,115,105,31,84,,51,27,6,137,52,37,15,Lüdao Township
,海端鄉,736,288,102,119,67,162,,96,42,24,214,72,68,4,Haiduan Township
,延平鄉,594,231,80,103,48,120,,63,34,23,170,73,66,7,Yanping Township
,金峰鄉,757,304,83,130,91,148,,102,25,21,223,82,80,2,Jinfeng Township
,達仁鄉,738,257,107,84,66,101,,46,29,26,329,51,46,5,Daren Township
,蘭嶼鄉,948,453,137,250,66,79,,29,32,18,362,54,41,13,Lanyu Township
,註：各類家戶型態以戶內主要成員組成分類，戶內可能有其他旁系親屬或非親屬。,,"Note：Family households were classified by main household members, there may be collateral relatives or nonrelatives in the household.",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,單位：戶,民國109年,,,,,,,2020,,Unit:Household,,,,,
,表３３ 臺東縣普通住戶之家戶型態（續）,,Table 33 Taitung County Family Household Type of Ordinary Households(Cont.),,表３３ 普通住戶之家戶型態（續）,表３３ 臺東縣普通住戶之家戶型態（續）,表３３,臺東縣,普通住戶之家戶型態（續）,,,,,,,
,,,,,Table 33 Family Household Type of Ordinary Households(Cont.),Table 33 Taitung County Family Household Type of Ordinary Households(Cont.),Table 33,Taitung County,Family Household Type of Ordinary Households(Cont.),,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,單位：戶                      民國109年11月,,November 2020                   Unit:Household,,,,,,,,,,,,,
,,總 計,核心家戶 Nucleus family household,主幹家戶,,Stem family household,單人家戶,其他家戶 Other household,,,,,,,,
,,合計,夫婦、配偶或同居伴侶,父母與未婚子女,父（或母）與未婚子女（單親家庭）,合計,,袓父母、父母及未婚子女,父母與已婚子女,袓父母與未婚孫子女（隔代家庭）,合計,有親屬關係,無親屬關係,,,
,,,,,,,,,,,,,,,,
,,Grandtotal,Total,A marriedcouple or unmarried partner,A marriedcouple withtheir unmarriedchild(ren),Father/mother withhis/her unmarried child(ren)(single parent),Total,,"Grandparent,parent and theirunmarriedchild(ren)",A marriedcouple withtheir marriedchild(ren),Grandparent withtheir unmarriedgrandchild(ren)(skip-generation),One-personhousehold,Total,Withrelatives,With norelatives,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,按戶長之性別及年齡分,,,,,,,,,,,,,,,By Sex and Age of Householder
,總計,71643,30185,10635,14215,5335,11157,,5939,3506,1712,24752,5549,4674,875,Grand Total
,未滿２５歲,716,124,0,91,33,21,,15,2,4,461,110,109,1,Under 25 Years
,２５－３４歲,3658,1665,165,1184,316,223,,132,54,37,1362,408,371,37,25-34 Years
,３５－４４歲,9007,4621,467,3227,927,776,,532,239,5,2988,622,541,81,35-44 Years
,４５－５４歲,14639,7511,1676,4507,1328,1566,,903,529,134,4616,946,837,109,45-54 Years
,５５－６４歲,18122,7766,3236,3368,1162,2696,,1444,867,385,6408,1252,1096,156,55-64 Years
,６５歲以上,25501,8498,5091,1838,1569,5875,,2913,1815,1147,8917,2211,1720,491,65 Years and Over
,男,40604,19776,8247,9824,1705,6153,,3455,1965,733,11716,2959,2583,376,Male
,未滿２５歲,386,75,0,50,25,10,,4,2,4,257,44,44,0,Under 25 Years
,２５－３４歲,2195,967,133,716,118,155,,93,31,31,799,274,260,14,25-34 Years
,３５－４４歲,5383,2747,355,2027,365,567,,389,176,2,1675,394,351,43,35-44 Years
,４５－５４歲,8611,4525,1117,2907,501,961,,553,347,61,2534,591,517,74,45-54 Years
,５５－６４歲,10927,5448,2446,2620,382,1529,,822,556,151,3210,740,636,104,55-64 Years
,６５歲以上,13102,6014,4196,1504,314,2931,,1594,853,484,3241,916,775,141,65 Years and Over
,女,31039,10409,2388,4391,3630,5004,,2484,1541,979,13036,2590,2091,499,Female
,未滿２５歲,330,49,0,41,8,11,,11,0,0,204,66,65,1,Under 25 Years
,２５－３４歲,1463,698,32,468,198,68,,39,23,6,563,134,111,23,25-34 Years
,３５－４４歲,3624,1874,112,1200,562,209,,143,63,3,1313,228,190,38,35-44 Years
,４５－５４歲,6028,2986,559,1600,827,605,,350,182,73,2082,355,320,35,45-54 Years
,５５－６４歲,7195,2318,790,748,780,1167,,622,311,234,3198,512,460,52,55-64 Years
,６５歲以上,12399,2484,895,334,1255,2944,,1319,962,663,5676,1295,945,350,65 Years and Over
,註：各類家戶型態以戶內主要成員組成分類，戶內可能有其他旁系親屬或非親屬。,,"Note：Family households were classified by main household members, there may be collateral relatives or nonrelatives in the household.",,,,,,,,,,,,,
