,單位：人,民國109年,2020,Unit:Person,,,,
,表１４ 臺東縣１５歲以上民間常住人口有工作者之工作地與經常居住地概況,,,表１４ １５歲以上民間常住人口有工作者之工作地與經常居住地概況,表１４ 臺東縣１５歲以上民間常住人口有工作者之工作地與經常居住地概況,表１４,臺東縣,１５歲以上民間常住人口有工作者之工作地與經常居住地概況
,Table 14 Taitung County Working and Usually Living Place of the Employed,,,#rtitle1,0,0,Taitung County,0
,Civilian Resident Population Aged 15 Years and Over,,,(1)總計,,,,
,(1)總計 (1)Grand total,,,(1)Grand total,,,,
,,,,,,,,
,單位：人                民國109年11月November 2020                Unit:Person,,,,,,,
,,總 計,同現住鄉鎮市區,同現住縣市不同鄉鎮市區,不同縣市或國外地區,,,
,,,,,,,,
,,,,,,,,
,,Grand total,Same township/city/district,Same county/city,Other county/city or overseas,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,按鄉鎮市區別分,,,,,,,
,By Township/City/District,,,,,,,
,臺東縣,80837,72331,7516,990,,,
,Taitung County,,,,,,,
,臺東市,47684,45980,1268,436,,,
,Taitung City,,,,,,,
,成功鎮,3102,2951,104,47,,,
,Chenggong Township,,,,,,,
,關山鎮,3423,2923,454,46,,,
,Guanshan Township,,,,,,,
,卑南鄉,7223,4284,2867,72,,,
,Beinan Township,,,,,,,
,鹿野鄉,3221,2713,482,26,,,
,Luye Township,,,,,,,
,池上鄉,3006,2672,228,106,,,
,Chishang Township,,,,,,,
,東河鄉,2217,1892,280,45,,,
,Donghe Township,,,,,,,
,長濱鄉,1564,1474,60,30,,,
,Changbin Township,,,,,,,
,太麻里鄉,3824,3144,610,70,,,
,Taimali Township,,,,,,,
,大武鄉,1006,855,118,33,,,
,Dawu Township,,,,,,,
,綠島鄉,953,937,13,3,,,
,Lüdao Township,,,,,,,
,海端鄉,822,458,341,23,,,
,Haiduan Township,,,,,,,
,延平鄉,661,410,247,4,,,
,Yanping Township,,,,,,,
,金峰鄉,821,448,354,19,,,
,Jinfeng Township,,,,,,,
,達仁鄉,697,597,87,13,,,
,Daren Township,,,,,,,
,蘭嶼鄉,613,593,3,17,,,
,Lanyu Township,,,,,,,
,註：本表資料不含勞動部核准引進之產業及社福移工。,,,,,,,
,Note：This table does not include foreign workers in productive industries and social welfare introduced and permitted by the Ministry of Labor.,,,,,,,
,,,,,,,,
,,,,,,,,
,單位：人,民國109年,2020,Unit:Person,,,,
,表１４ 臺東縣１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續１）,,,表１４ １５歲以上民間常住人口有工作者之工作地與經常居住地概況（續１）,表１４ 臺東縣１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續１）,表１４,臺東縣,１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續１）
,Table 14 Taitung County Working and Usually Living Place of the Employed,,,#rtitle1,0,0,Taitung County,0
,Civilian Resident Population Aged 15 Years and Over(Cont.1),,,(2)男性,,,,
,(2)男性 (2)Male,,,(2)Male,,,,
,,,,,,,,
,單位：人                民國109年11月November 2020                Unit:Person,,,,,,,
,,總 計,同現住鄉鎮市區,同現住縣市不同鄉鎮市區,不同縣市或國外地區,,,
,,,,,,,,
,,,,,,,,
,,Grand total,Same township/city/district,Same county/city,Other county/city or overseas,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,按鄉鎮市區別分,,,,,,,
,By Township/City/District,,,,,,,
,臺東縣,43279,38880,3848,551,,,
,Taitung County,,,,,,,
,臺東市,24774,23924,610,240,,,
,Taitung City,,,,,,,
,成功鎮,1858,1768,53,37,,,
,Chenggong Township,,,,,,,
,關山鎮,1879,1616,228,35,,,
,Guanshan Township,,,,,,,
,卑南鄉,3887,2397,1467,23,,,
,Beinan Township,,,,,,,
,鹿野鄉,1808,1540,260,8,,,
,Luye Township,,,,,,,
,池上鄉,1572,1393,133,46,,,
,Chishang Township,,,,,,,
,東河鄉,1372,1161,172,39,,,
,Donghe Township,,,,,,,
,長濱鄉,879,822,48,9,,,
,Changbin Township,,,,,,,
,太麻里鄉,2163,1814,308,41,,,
,Taimali Township,,,,,,,
,大武鄉,552,474,57,21,,,
,Dawu Township,,,,,,,
,綠島鄉,586,578,6,2,,,
,Lüdao Township,,,,,,,
,海端鄉,435,254,168,13,,,
,Haiduan Township,,,,,,,
,延平鄉,359,226,130,3,,,
,Yanping Township,,,,,,,
,金峰鄉,432,257,164,11,,,
,Jinfeng Township,,,,,,,
,達仁鄉,381,328,43,10,,,
,Daren Township,,,,,,,
,蘭嶼鄉,342,328,1,13,,,
,Lanyu Township,,,,,,,
,註：本表資料不含勞動部核准引進之產業及社福移工。,,,,,,,
,Note：This table does not include foreign workers in productive industries and social welfare introduced and permitted by the Ministry of Labor.,,,,,,,
,,,,,,,,
,,,,,,,,
,單位：人,民國109年,2020,Unit:Person,,,,
,表１４ 臺東縣１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續完）,,,表１４ １５歲以上民間常住人口有工作者之工作地與經常居住地概況（續完）,表１４ 臺東縣１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續完）,表１４,臺東縣,１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續完）
,Table 14 Taitung County Working and Usually Living Place of the Employed,,,#rtitle1,0,0,Taitung County,0
,Civilian Resident Population Aged 15 Years and Over(End),,,(3)女性,,,,
,(3)女性 (3)Female,,,(3)Female,,,,
,,,,,,,,
,單位：人                民國109年11月November 2020                Unit:Person,,,,,,,
,,總 計,同現住鄉鎮市區,同現住縣市不同鄉鎮市區,不同縣市或國外地區,,,
,,,,,,,,
,,,,,,,,
,,Grand total,Same township/city/district,Same county/city,Other county/city or overseas,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,按鄉鎮市區別分,,,,,,,
,By Township/City/District,,,,,,,
,臺東縣,37558,33451,3668,439,,,
,Taitung County,,,,,,,
,臺東市,22910,22056,658,196,,,
,Taitung City,,,,,,,
,成功鎮,1244,1183,51,10,,,
,Chenggong Township,,,,,,,
,關山鎮,1544,1307,226,11,,,
,Guanshan Township,,,,,,,
,卑南鄉,3336,1887,1400,49,,,
,Beinan Township,,,,,,,
,鹿野鄉,1413,1173,222,18,,,
,Luye Township,,,,,,,
,池上鄉,1434,1279,95,60,,,
,Chishang Township,,,,,,,
,東河鄉,845,731,108,6,,,
,Donghe Township,,,,,,,
,長濱鄉,685,652,12,21,,,
,Changbin Township,,,,,,,
,太麻里鄉,1661,1330,302,29,,,
,Taimali Township,,,,,,,
,大武鄉,454,381,61,12,,,
,Dawu Township,,,,,,,
,綠島鄉,367,359,7,1,,,
,Lüdao Township,,,,,,,
,海端鄉,387,204,173,10,,,
,Haiduan Township,,,,,,,
,延平鄉,302,184,117,1,,,
,Yanping Township,,,,,,,
,金峰鄉,389,191,190,8,,,
,Jinfeng Township,,,,,,,
,達仁鄉,316,269,44,3,,,
,Daren Township,,,,,,,
,蘭嶼鄉,271,265,2,4,,,
,Lanyu Township,,,,,,,
,註：本表資料不含勞動部核准引進之產業及社福移工。,,,,,,,
