,單位：戶,民國109年,,,,,2020,Unit:Household,,,
,表３２ 臺東縣普通住戶之戶內人口數,,Table 32 Taitung County Number of Persons of Ordinary Households,,表３２ 普通住戶之戶內人口數,表３２ 臺東縣普通住戶之戶內人口數,表３２,臺東縣,普通住戶之戶內人口數,,
,,,,,Table 32 Number of Persons of Ordinary Households,Table 32 Taitung County Number of Persons of Ordinary Households,Table 32,Taitung County,Number of Persons of Ordinary Households,,
,,,,,,,,,,,
,,,,,,,,,,,
,單位：戶                      民國109年11月,,November 2020                   Unit:Household,,,,,,,,
,,總 計,１人,２人,３人,,４人,５人,６人以上,平均每戶人口數（人 / 戶）,
,,,,,,,,,,,
,,,,,,,,,,,
,,Grand total,1 person,2 persons,3 persons,,4 persons,5 persons,6 personsand more,Average number ofpersons per household(person/household),
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,按鄉鎮市區別分,,,,,,,,,,By Township/City/District
,臺東縣,71643,24752,20093,12244,,7671,3722,3161,2.5,Taitung County
,臺東市,39295,12323,11026,7254,,4730,2212,1750,2.5,Taitung City
,成功鎮,4079,1685,1208,577,,290,199,120,2.2000000000000002,Chenggong Township
,關山鎮,2775,891,882,452,,270,146,134,2.5,Guanshan Township
,卑南鄉,6215,2389,1524,1042,,703,299,258,2.4,Beinan Township
,鹿野鄉,2720,947,811,416,,277,142,127,2.4,Luye Township
,池上鄉,2568,922,884,367,,172,108,115,2.2999999999999998,Chishang Township
,東河鄉,2544,1073,723,382,,188,79,99,2.2000000000000002,Donghe Township
,長濱鄉,2177,937,650,317,,155,48,70,2.1,Changbin Township
,太麻里鄉,3681,1531,894,575,,372,171,138,2.2999999999999998,Taimali Township
,大武鄉,1292,619,370,145,,84,42,32,2.2000000000000002,Dawu Township
,綠島鄉,524,137,154,91,,65,28,49,3.1,Lüdao Township
,海端鄉,736,214,184,114,,80,63,81,3,Haiduan Township
,延平鄉,594,170,148,118,,59,44,55,2.9,Yanping Township
,金峰鄉,757,223,185,132,,77,67,73,3,Jinfeng Township
,達仁鄉,738,329,210,102,,46,26,25,2.2000000000000002,Daren Township
,蘭嶼鄉,948,362,240,160,,103,48,35,2.5,Lanyu Township
