,單位：人,民國109年,2020,Unit:Person,,,,
,表１４ 苗栗縣１５歲以上民間常住人口有工作者之工作地與經常居住地概況,,,表１４ １５歲以上民間常住人口有工作者之工作地與經常居住地概況,表１４ 苗栗縣１５歲以上民間常住人口有工作者之工作地與經常居住地概況,表１４,苗栗縣,１５歲以上民間常住人口有工作者之工作地與經常居住地概況
,Table 14 Miaoli County Working and Usually Living Place of the Employed,,,#rtitle1,0,0,Miaoli County,0
,Civilian Resident Population Aged 15 Years and Over,,,(1)總計,,,,
,(1)總計 (1)Grand total,,,(1)Grand total,,,,
,,,,,,,,
,單位：人                民國109年11月November 2020                Unit:Person,,,,,,,
,,總 計,同現住鄉鎮市區,同現住縣市不同鄉鎮市區,不同縣市或國外地區,,,
,,,,,,,,
,,,,,,,,
,,Grand total,Same township/city/district,Same county/city,Other county/city or overseas,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,按鄉鎮市區別分,,,,,,,
,By Township/City/District,,,,,,,
,苗栗縣,235334,138511,49543,47280,,,
,Miaoli County,,,,,,,
,苗栗市,38830,25215,8252,5363,,,
,Miaoli City,,,,,,,
,苑裡鎮,19110,11484,931,6695,,,
,Yuanli Township,,,,,,,
,通霄鎮,10470,6467,1885,2118,,,
,Tongxiao Township,,,,,,,
,竹南鎮,46163,29607,5472,11084,,,
,Zhunan Township,,,,,,,
,頭份市,49755,24821,11871,13063,,,
,Toufen City,,,,,,,
,後龍鎮,12952,7709,3508,1735,,,
,Houlong Township,,,,,,,
,卓蘭鎮,7634,6027,349,1258,,,
,Zhuolan Township,,,,,,,
,大湖鄉,5636,4664,781,191,,,
,Dahu Township,,,,,,,
,公館鄉,12713,5492,5775,1446,,,
,Gongguan Township,,,,,,,
,銅鑼鄉,7021,4339,2003,679,,,
,Tongluo Township,,,,,,,
,南庄鄉,2901,1936,651,314,,,
,Nanzhuang Township,,,,,,,
,頭屋鄉,3987,1210,2164,613,,,
,Touwu Township,,,,,,,
,三義鄉,6397,4564,809,1024,,,
,Sanyi Township,,,,,,,
,西湖鄉,1869,860,863,146,,,
,Xihu Township,,,,,,,
,造橋鄉,5549,1544,3017,988,,,
,Zaoqiao Township,,,,,,,
,三灣鄉,2151,825,879,447,,,
,Sanwan Township,,,,,,,
,獅潭鄉,897,593,251,53,,,
,Shitan Township,,,,,,,
,泰安鄉,1299,1154,82,63,,,
,Tai'an Township,,,,,,,
,註：本表資料不含勞動部核准引進之產業及社福移工。,,,,,,,
,Note：This table does not include foreign workers in productive industries and social welfare introduced and permitted by the Ministry of Labor.,,,,,,,
,,,,,,,,
,,,,,,,,
,單位：人,民國109年,2020,Unit:Person,,,,
,表１４ 苗栗縣１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續１）,,,表１４ １５歲以上民間常住人口有工作者之工作地與經常居住地概況（續１）,表１４ 苗栗縣１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續１）,表１４,苗栗縣,１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續１）
,Table 14 Miaoli County Working and Usually Living Place of the Employed,,,#rtitle1,0,0,Miaoli County,0
,Civilian Resident Population Aged 15 Years and Over(Cont.1),,,(2)男性,,,,
,(2)男性 (2)Male,,,(2)Male,,,,
,,,,,,,,
,單位：人                民國109年11月November 2020                Unit:Person,,,,,,,
,,總 計,同現住鄉鎮市區,同現住縣市不同鄉鎮市區,不同縣市或國外地區,,,
,,,,,,,,
,,,,,,,,
,,Grand total,Same township/city/district,Same county/city,Other county/city or overseas,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,按鄉鎮市區別分,,,,,,,
,By Township/City/District,,,,,,,
,苗栗縣,132742,77374,27464,27904,,,
,Miaoli County,,,,,,,
,苗栗市,21118,13344,4765,3009,,,
,Miaoli City,,,,,,,
,苑裡鎮,11371,6961,667,3743,,,
,Yuanli Township,,,,,,,
,通霄鎮,6333,3942,1126,1265,,,
